Code,StationName,Staffed,StationType,Address1,Address2,City,State,Zip,Country,Division,TimeZone,Latitude/Longitude,Elevation,Population
PIA,"Peoria, Illinois",N,Station Building (with waiting room),407 Southwest Adams Street,City Link Transit Center,Peoria,IL,61602-1538,United States,Central,C,"40.689245,-89.593871",494,
PIC,"Picayune, Mississippi",N,Station Building (with waiting room),200 Highway 11 South,at Tate Street,Picayune,MS,39466,United States,Southern,C,"30.524606,-89.680260",73,11759
PIT,"Pittsfield, Massachusetts",N,Platform only (no shelter),1355 East Street,CSX yard,Pittsfield,MA,01201-5314,United States,Northeast,E,"42.454382,-73.219078",1004,51974
PJC,"Princeton Junction, New Jersey",Y,Station Building (with waiting room),2 Wallace Circle,,Princeton Junction,NJ,08550-1008,United States,Northeast,E,"40.315850,-74.623976",79,
PLB,"Plattsburgh, New York",N,Station Building (with waiting room),Bridge and Dock Streets,,Plattsburgh,NY,12901,United States,Northeast,E,"44.696728,-73.446284",117,19298
PLO,"Plano, Illinois",N,Station Building (with waiting room),101 West Main Street,,Plano,IL,60545,United States,Central,C,"41.662384,-88.538272",649,5600
PLS,"Pleasanton (ACE Station), California",N,Platform with Shelter,4950 Pleasanton Avenue,,Pleasanton,CA,94566,United States,Pacific,P,"37.658152,-121.882639",333,
PLU,"Plummer, Idaho",N,Curbside Bus Stop only (no shelter),396070 Highway 95,Warpath Smoke Shop and Trading Post,Plummer,ID,83851-9553,United States,Pacific Northwest,P,"47.338388,-116.888786",2716,
PMD,"Palmdale, California",N,Curbside Bus Stop only (no shelter),39000 Clock Tower Plaza Drive,"Palmdale Transportation Center, Bus Bay 2E",Palmdale,CA,93550-4513,United States,Southwest,P,"34.591238,-118.120737",2633,
PMM,"Primm, Nevada",N,Curbside Bus Stop only (no shelter),31900 Las Vegas Blvd. South,Whiskey Petes's Hotel/Casino,Primm,NV,89019-7002,United States,Southwest,P,"35.611030,-115.391742",2612,
PMO,"Plymouth, New Hampshire",N,Curbside Bus Stop only (no shelter),83 Main Street,Chase Street Market,Plymouth,NH,03264-1548,United States,Northeast,E,"43.757848,-71.687691",507,
PNT,"Pontiac, Michigan",N,Station Building (with waiting room),51000 Woodward Avenue,Pontiac Transportation Center,Pontiac,MI,48342-2276,United States,Central,E,"42.632771,-83.292325",933,67124
POG,"Portage, Wisconsin",N,Platform with Shelter,400 West Oneida Street,,Portage,WI,53901,United States,Central,C,"43.547079,-89.467627",811,9919
POH,"Port Henry, New York",N,Station Building (with waiting room),20 Park Place,Senior Citizen Center,Port Henry,NY,12974-1324,United States,Northeast,E,"44.042297,-73.458753",109,2500
PON,"Pontiac, Illinois",N,Station Building (with waiting room),721 West Washington Street,,Pontiac,IL,61764,United States,Central,C,"40.879652,-88.636601",639,11353
POR,"Portland, Maine",Y,Station Building (with waiting room),100 Thompson's Point Road,Portland Transportation Center,Portland,ME,04102-2630,United States,Northeast,E,"43.654097,-70.291258",20,16557
POS,"Pomona (Sunset Ltd), California",N,Platform only (no shelter),100 West Commercial Street,,Pomona,CA,91768,United States,Southwest,P,"34.059224,-117.750621",866,154271
POU,"Poughkeepsie, New York",N,Station Building (with waiting room),41 Main Street,Amtrak/Metro-North Station,Poughkeepsie,NY,12601-2909,United States,Northeast,E,"41.707056,-73.937490",55,89000
PRB,"Paso Robles, California",N,Station Building (with waiting room),800 Pine Street,Paso Robles Intermodal Station,Paso Robles,CA,93446-2856,United States,Southwest,P,"35.622683,-120.687860",729,20000
PRC,"Prince, West Virginia (Beckley)",Y,Station Building (with waiting room),5034 Stanaford Road,(station between highway and railroad tracks),Prince,WV,25907,United States,Mid-Atlantic,E,"37.856594,-81.060694",1198,29003
PRI,"Perris, California",N,Curbside Bus Stop only (no shelter),1688-J North Perris Blvd,International House of Pancakes,Perris,CA,92571-4702,United States,Southwest,P,"33.801955,-117.229795",1454,
PRK,"Port Kent, New York",N,Platform only (no shelter),NY 373 and Lake Street,near Burlington-Fort Kent ferry dock,Port Kent,NY,12975,United States,Northeast,E,"44.524079,-73.403536",142,500
PRM,"Point of Rocks, Maryland",,Pseudo Station,4000 Clay Street,MARC Station,Point of Rocks,MD,21777,United States,MARC,E,"null,null",,
PRO,"Provo, Utah",N,Platform with Shelter,300 West 600 South,,Provo,UT,84601-4542,United States,Pacific,M,"40.225957,-111.664001",4523,60000
PRV,"Perryville, Maryland",,Pseudo Station,650 Broad Street,MARC Station,Perryville,MD,21903,United States,MARC,E,"null,null",,
PSC,"Pasco, Washington",Y,Station Building (with waiting room),535 North 1st Avenue,Pasco Intermodal Train Station,Pasco,WA,99301-5378,United States,Pacific Northwest,P,"46.237012,-119.087729",390,49927
PSK,"Petoskey, Michigan",N,Curbside Bus Stop only (no shelter),301 West Mitchell St.,The Book Stop,Petosky,MI,49770-2327,United States,Central,C,"45.373819,-84.964139",634,6200
PSN,"Palm Springs (Train), California",N,Platform with Shelter,North Indian Canyon Drive and Palm Springs Station Road,0.6 mi /1.0 km south of I-10,Palm Springs,CA,92262,United States,Southwest,P,"33.897491,-116.547913",685,47806
PSP,"Palm Springs (Buses-Airport), California",N,Curbside Bus Stop only (no shelter),3400 East Tahquitz Canyon Way,SunLine Transit Bus Stop,Palm Springs,CA,92262,United States,Southwest,P,"33.824009,-116.508939",418,100000
PSS,"Palm Springs (Buses-Downtown), California",N,Curbside Bus Stop only (no shelter),100 North Indian Canyon Drive,SunLine Transit Bus Stop,Palm Springs,CA,92262-6414,United States,Southwest,P,"33.824643,-116.545440",458,
PST,"Pellston, Michigan",N,Curbside Bus Stop only (no shelter),45 South US Hwy 31,BP Station/General Store,Pellston,MI,49769,United States,Central,E,"45.550636,-84.783762",696,580
PTB,"Petersburg, Virginia",Y,Station Building (with waiting room),3516 South Street,Ettrick Station,Petersburg,VA,23803-1642,United States,Southern,E,"37.241627,-77.428794",103,
PTC,"Petaluma, California",N,Curbside Bus Stop only (no shelter),100 Fairgrounds Drive,Regional Library,Petaluma,CA,94952,United States,Pacific,P,"38.242606,-122.631366",32,41300
PTE,"Pateros, Washington",N,Curbside Bus Stop only (no shelter),245 Lakeshore Drive,Chevron Station/Super Stop Store,Pateros,WA,98846,United States,Pacific,P,"48.051619,-119.902313",800,
PTH,"Port Huron, Michigan",Y,Station Building (with waiting room),2223 16th Street,,Port Huron,MI,48060,United States,Central,E,"42.960419,-82.443805",604,35796
PTL,"Potlatch, Idaho",N,Curbside Bus Stop only (no shelter),5497 US Highway 95,Dad's Diner,Potlatch,ID,83855,United States,Pacific Northwest,P,"46.921502,-116.901792",2502,
PTS,"Portsmouth, New Hampshire",N,Station Building (with waiting room),185 Grafton Drive,Portsmouth Transportation Center,Portsmouth,NH,03801-7126,United States,Northeast,E,"43.059678,-70.804088",62,
PUB,"Pueblo, Colorado",N,Station Building (with waiting room),123 Court Street,Transit Center,Pueblo,CO,81003,United States,Central,M,"38.268742,-104.610270",4663,99600
PUL,"Pullman, Washington",N,Station Building (with waiting room),1002 Northwest Nye St.,Northwestern Stage Lines Depot,Pullman,WA,99163-3429,United States,Pacific Northwest,P,"46.738008,-117.174584",2359,23600
PUR,"Purcell, Oklahoma",N,Station Building (with waiting room),East Main Street and North Santa Fe Avenue,,Purcell,OK,73080,United States,Central,C,"35.012033,-97.357416",1037,6129
PVD,"Providence, Rhode Island",Y,Station Building (with waiting room),100 Gaspee Street,,Providence,RI,02903,United States,Northeast,E,"41.829490,-71.413478",17,175000
PVL,"Pauls Valley, Oklahoma",N,Station Building (with waiting room),South Santa Fe Street and East Paul Avenue,,Pauls Valley,OK,73075,United States,Southwest,C,"34.741735,-97.218460",873,6121
PXN,"Phoenix (Metro Center Transit Station), Arizona",N,Platform only (no shelter),9617 North Metro Parkway West,North Phoenix,Phoenix,AZ,85023,United States,Southwest,M,"33.572957,-112.123148",1230,1500000
QAN,"Quantico, Virginia",N,Platform with Shelter,550 Railroad Avenue,at Potomac Avenue  inside Marine Corps base,Quantico,VA,22134-3444,United States,Mid-Atlantic,E,"38.521882,-77.293027",36,600
QCY,"Quincy, Illinois",N,Station Building (with waiting room),North 30th Street and Wisman Lane,,Quincy,IL,62301,United States,Central,C,"39.957063,-91.368525",623,40000
QUC,"Quincy, Washington",N,Curbside Bus Stop only (no shelter),223 F Street SE,Short Stop Gas Station,Quincy,WA,98848-1497,United States,Pacific Northwest,P,"47.234141,-119.848625",1299,3738
RAT,"Raton, New Mexico",Y,Station Building (with waiting room),201 South First Street,(At Cook Ave),Raton,NM,87740-3903,United States,Southwest,M,"36.901072,-104.437886",6661,8500
RBC,"Richmond, British Columbia",N,Curbside Bus Stop only (no shelter),10251 St. Edwards Drive,Sandman Signature Hotel,Richmond,BC,V6X 2M9,Canada,Pacific,P,"49.187230,-123.109885",20,148867
RBF,"Red Bluff, California",N,Curbside Bus Stop only (no shelter),Rio and Walnut Streets,TRAX Bus & Ride,Red Bluff,CA,96080-3802,United States,Pacific,P,"40.178482,-122.234586",303,94900
RCK,"Rockford, Illinois",N,Station Building (with waiting room),7559 Walton St.,Van Galder Bus Station,Rockford,IL,61108-4606,United States,Central,C,"42.268845,-88.966110",837,
RDD,"Redding (Amtrak Station), California",N,Station Building (with waiting room),1620 Yuba Street,,Redding,CA,96001-1712,United States,Pacific,P,"40.583595,-122.393370",560,90033
RDM,"Redmond Airport, Oregon",N,Curbside Bus Stop only (no shelter),2300 Redmond Airport Way,Redmond Airport,Redmond,OR,97756,United States,Pacific Northwest,P,"44.253466,-121.161056",3063,
RDR,"Redding (RABA Transit Center), California",N,Platform with Shelter,1530 Yuba Street,,Redding,CA,96001-1008,United States,Pacific,P,"40.583521,-122.392768",559,
RDS,"Rio Dell-Scotia, California",N,Curbside Bus Stop only (no shelter),100 Main Street,Scotia Inn,Scotia,CA,95565,United States,Pacific,P,"40.484822,-124.100790",159,2687
RDW,"Red Wing, Minnesota",N,Station Building (with waiting room),420 Levee Street,,Red Wing,MN,55066,United States,Central,C,"44.566214,-92.537066",687,15687
REE,"Reed City, Michigan",N,Curbside Bus Stop only (no shelter),US 10 & 220th Ave.,McDonald's Restaurant,Reed City,MI,49677-1119,United States,Central,E,"43.886840,-85.521804",1080,2379
REF,Refund,,Pseudo Station,,,,,,,,,"null,null",,
REN,"Rensselaer, Indiana",N,Platform with Shelter,776 North Cullen Street,,Rensselaer,IN,47978,United States,Central,C,"40.943281,-87.155121",668,5045
RGH,"Raleigh, North Carolina",Y,Station Building (with waiting room),320 West Cabarrus Street,,Raleigh,NC,27601,United States,Southern,E,"35.774923,-78.645894",311,1200000
RHI,"Rhinecliff, New York",Y,Station Building (with waiting room),Hutton and Charles Streets,,Rhinecliff,NY,12574,United States,Northeast,E,"41.921346,-73.951278",39,2336
RIC,"Richmond, California",N,Platform with Shelter,1700 Nevin Avenue,BART Station,Richmond,CA,94802,United States,Pacific,P,"37.936752,-122.354130",38,
RIV,"Riverside, California",N,Platform with Shelter,4066 Vine Street,Metrolink Station,Riverside,CA,92507-4223,United States,Southwest,P,"33.975670,-117.369988",873,240000
RKF,"Rockford, Michigan",N,Curbside Bus Stop only (no shelter),"2770 Ten Mile Road, Northeast",BP Station,Rockford,MI,49341,United States,Central,E,"43.116549,-85.601879",871,3750
RKI,"Rock Island, Illinois",N,Curbside Bus Stop only (no shelter),3500 5th Avenue,"Augustana College, Carver P.E. Center",Rock Island,IL,61201,United States,Central,C,"41.506223,-90.550389",591,
RKV,"Rockville, Maryland",N,Platform with Shelter,307 South Stonestreet Avenue,at Park Road - Metro/MARC/Amtrak station,Rockville,MD,20850,United States,Mid-Atlantic,E,"39.084547,-77.145995",425,50000
RLN,"Rocklin, California",N,Station Building (with waiting room),Rocklin Rd. and Railroad Ave.,,Rocklin,CA,95677,United States,Pacific,P,"38.791006,-121.237299",254,
RLP,Destination code for Rail Pass,,Pseudo Station,,,,,,,,,"null,null",,
RMT,"Rocky Mount, North Carolina",Y,Station Building (with waiting room),101 Coastline Street,,Rocky Mount,NC,27804-5820,United States,Southern,E,"35.938001,-77.797855",113,60000
RNO,"Reno, Nevada",Y,Station Building (with waiting room),280 North Center Street,East Commercial Row and Center Street,Reno,NV,89501-1425,United States,Pacific,P,"39.528521,-119.812123",4501,120000
RNY,"Running Y Ranch, Oregon",N,Curbside Bus Stop only (no shelter),5500 Running Y Road,Running Y Lodge,Klamath Falls,OR,97601,United States,Pacific Northwest,P,"42.276880,-121.885157",4220,
ROC,"Rochester, New York",Y,Station Building (with waiting room),320 Central Avenue,,Rochester,NY,14605,United States,Northeast,E,"43.163411,-77.608057",518,230000
ROD,"Rockland, Maine",N,Station Building (with waiting room),517A Main Street,Maine State Ferry Terminal,Rockland,ME,04841-3366,United States,Northeast,E,"44.107267,-69.108220",2,
ROM,"Rome, New York",N,Station Building (with waiting room),6599 Martin Street,,Rome,NY,13440,United States,Northeast,E,"43.199425,-75.449960",437,34220
ROY,"Royal Oak, Michigan",N,Platform with Shelter,202 South Sherman Drive,,Royal Oak,MI,48069,United States,Central,E,"42.488439,-83.147010",664,57984
RPA,Rail Pass,,Pseudo Station,,,,,,,,,"null,null",,
RPC,"Rohnert Park, California",N,Curbside Bus Stop only (no shelter),6335 Commerce Blvd,Transit Stop,Rohnert Park,CA,94928,United States,Pacific,P,"38.347328,-122.709749",99,22965
RPH,"Randolph, Vermont",N,Platform only (no shelter),South Main and Salisbury Streets,Depot Square,Randolph,VT,05060,United States,Northeast,E,"43.922398,-72.665459",705,5091
RPT,"Reedsport, Oregon",N,Curbside Bus Stop only (no shelter),2012 Winchester Avenue,"Lion's Park, across street from 7-11 store",Reedsport,OR,97467-1605,United States,Pacific Northwest,P,"43.695675,-124.120214",60,
RSP,"Rouses Point, New York",N,Platform only (no shelter),Delaware and Pratt Streets,,Rouses Point,NY,12979,United States,Northeast,E,"44.994870,-73.371093",119,2250
RSV,"Roseville, California",N,Platform with Shelter,201 Pacific Street,,Roseville,CA,95678-2242,United States,Pacific,P,"38.750016,-121.286286",156,32700
RTE,"Route 128, Westwood, Massachusetts",Y,Station Building (with waiting room),50 University Avenue,,Westwood,MA,02090-2307,United States,Northeast,E,"42.210242,-71.147894",53,12750
RTL,"Rantoul, Illinois",N,Platform with Shelter,West Sangamon and North Kentucky Avenues,,Rantoul,IL,61866,United States,Central,C,"40.310905,-88.159126",755,20641
RTZ,"Ritzville, Washington",N,Curbside Bus Stop only (no shelter),1503 South Smittys Blvd.,Zips Drive In,Ritzville,WA,99169,United States,Pacific Northwest,P,"47.119405,-118.365340",1885,
RUD,"Rutland, Vermont",N,Station Building (with waiting room),25 Evelyn Street,,Rutland,VT,05701,United States,Northeast,E,"43.605756,-72.981538",547,18001
RUG,"Rugby, North Dakota",Y,Station Building (with waiting room),201 West Dewey Street,,Rugby,ND,58368,United States,Central,C,"48.369846,-99.997556",1560,2574
RVD,"Riverdale, Maryland",,Pseudo Station,3 Queensberry Road,MARC Station,Riverdale,MD,20737,United States,MARC,E,"null,null",,
RVM,"Richmond (Main St), Virginia",N,Station Building (with waiting room),1500 East Main Street,,Richmond,VA,23219,United States,Mid-Atlantic,E,"37.534209,-77.429512",26,100000
RVR,"Richmond (Staples Mill Rd), Virginia",Y,Station Building (with waiting room),7519 Staples Mill Road,,Richmond,VA,23228,United States,Mid-Atlantic,E,"37.617693,-77.496943",208,200000
RVT,"Rio Vista, California",N,Curbside Bus Stop only (no shelter),28 South Front Street,Delta Breeze Transit bus stop,Rio Vista,CA,94571-1837,United States,Pacific,P,"38.155708,-121.690895",17,
SAB,"St. Albans, Vermont",N,Station Building (with waiting room),40 Federal Street,,St Albans,VT,05478,United States,Northeast,E,"44.812360,-73.086191",389,7409
SAC,"Sacramento, California",Y,Station Building (with waiting room),401 I Street,,Sacramento,CA,95814-2308,United States,Pacific,P,"38.584004,-121.500704",33,369305
SAF,"Santa Fe (Lamy Shuttle), New Mexico",N,Curbside Bus Stop only (no shelter),No specific stop location,Call 505-982-8829 for pickup,Santa Fe,NM,87501,United States,Southwest,M,"null,null",,59200
SAL,"Salisbury, North Carolina",N,Station Building (with waiting room),215 Depot Street,,Salisbury,NC,28144,United States,Southern,E,"35.667496,-80.466323",748,28480
SAN,"San Diego (Downtown), California",Y,Station Building (with waiting room),1050 Kettner Boulevard,,San Diego,CA,92101-3339,United States,Southwest,P,"32.716169,-117.169576",15,875500
SAO,"Saco, Maine",N,Station Building (with waiting room),138 Main Street,Saco Island on Main Street,Saco,ME,04072-3502,United States,Northeast,E,"43.496191,-70.449139",61,18289
SAP,"Santa Paula, California",N,Curbside Bus Stop only (no shelter),327 South Palm Avenue,Carrow's Restaurant,Santa Paula,CA,93060-3376,United States,Southwest,P,"34.346197,-119.069060",244,24400
SAR,"Saratoga Springs, New York",Y,Station Building (with waiting room),26 Station Lane,,Saratoga Springs,NY,12866,United States,Northeast,E,"43.082810,-73.810027",325,23000
SAS,"San Antonio, Texas",Y,Station Building (with waiting room),350 Hoefgen Street,,San Antonio,TX,78205,United States,Southwest,C,"29.419350,-98.478143",660,1296682
SAT,"Santa Maria, California",N,Curbside Bus Stop only (no shelter),205 South Nicholson Avenue,International House of Pancakes,Santa Maria,CA,93455,United States,Southwest,P,"34.951608,-120.416455",242,20000
SAV,"Savannah, Georgia",Y,Station Building (with waiting room),2611 Seaboard Coastline Drive,,Savannah,GA,31401-1634,United States,Southern,E,"32.083412,-81.148264",17,142350
SBA,"Santa Barbara, California",Y,Station Building (with waiting room),209 State Street,,Santa Barbara,CA,93101-3833,United States,Southwest,P,"34.413718,-119.692785",22,90200
SBG,"Sebring, Florida",Y,Station Building (with waiting room),601 East Center Avenue,,Sebring,FL,33870-3513,United States,Southern,E,"27.496632,-81.434202",145,10648
SBY,"Shelby, Montana",Y,Station Building (with waiting room),230 West Central Avenue,,Shelby,MT,59474-2050,United States,Pacific Northwest,M,"48.506748,-111.856649",3283,3216
SCA,"St. Catharines, Ontario",Y,Station Building (with waiting room),5 Great Western St.,,St. Catharines,ON,L2S 2K3,Canada,VIA Rail Canada Inc.,E,"43.147829,-79.256017",357,
SCC,"Santa Clara (University), California",N,Platform with Shelter,1001 Railroad Avenue,Caltrain/ACE station,Santa Clara,CA,95050-4319,United States,Pacific,P,"37.353219,-121.936576",69,
SCD,"St. Cloud, Minnesota",N,Station Building (with waiting room),555 East Saint Germain Street,,St. Cloud,MN,56304-0751,United States,Central,C,"45.567748,-94.149093",1025,66948
SCH,"Schriever, Louisiana",N,Platform only (no shelter),Highway 20 and Highway 24,,Schriever,LA,70395,United States,Central,C,"29.746678,-90.815246",16,3018
SCS,"Sacramento (State Capitol), California",N,Curbside Bus Stop only (no shelter),1389 10th Street,Drop-Only Bus Stop,Sacramento,CA,95814-4905,United States,Pacific,P,"38.576137,-121.495175",21,
SCZ,"Santa Cruz, California",N,Curbside Bus Stop only (no shelter),920 Pacific Avenue,"Metro Center, lane 2 (Highway 17 Express)",Santa Cruz,CA,95060,United States,Pacific,P,"36.971017,-122.025094",9,234400
SDC,"Sedona, Arizona",N,Curbside Bus Stop only (no shelter),300 North Highway 89A,Canyon Breeze Restaurant,Sedona,AZ,86336-4223,United States,Southwest,M,"34.870511,-111.760303",4349,
SDL,"Slidell, Louisiana",N,Station Building (with waiting room),1827 Front Street,,Slidell,LA,70458,United States,Southern,C,"30.278372,-89.782565",8,28089
SDY,"Schenectady, New York",Y,Station Building (with waiting room),332 Erie Boulevard,,Schenectady,NY,12305-1817,United States,Northeast,E,"42.814606,-73.942887",245,72000
SEA,"Seattle (Amtrak), Washington",Y,Station Building (with waiting room),303 South Jackson Street,King Street Station,Seattle,WA,98104-2868,United States,Pacific Northwest,P,"47.598445,-122.330161",26,530832
SEB,"Seabrook, Maryland",,Pseudo Station,6221 Seabrook Road,MARC Station,Lanham,MD,20706,,MARC,E,"null,null",,
SED,"Sedalia, Missouri",N,Station Building (with waiting room),Pacific Street and North Osage Avenue,,Sedalia,MO,65301,United States,Central,C,"38.711604,-93.228706",890,20600
SES,"Seaside, California",N,Curbside Bus Stop only (no shelter),Playa Avenue & California Avenue,Edgewater Transit Exchange,Seaside,CA,93955,United States,Pacific,P,"36.619362,-121.843842",39,
SFA,"Sanford (Auto Train), Florida",Y,Station Building (with waiting room),600 South Persimmon Avenue,,Sanford,FL,32771-2385,United States,Southern,E,"28.808544,-81.291274",21,
SFB,San Francisco Bay Cruise Admission Ticket,,Pseudo Station,San Francisco Bay Cruise,Book between SFW and SFB,San Francisco,CA,94133,,,,"null,null",,
SFC,"San Francisco (Ferry), California",Y,Station Building (with waiting room),101 The Embarcadero,at Mission St. and The Embarcadero,San Francisco,CA,94105-1216,United States,Pacific,P,"37.794459,-122.392155",8,824525
SFF,"San Francisco (Financial), California",N,Curbside Bus Stop only (no shelter),5 Embarcadero Center,Corner of California & Drumm Streets,San Francisco,CA,94111-4800,United States,Pacific,P,"37.793874,-122.396302",9,659000
SFG,"San Francisco (Groups Only),California",N,Curbside Bus Stop only (no shelter),No specific stop location,Special stops in city for groups,San Francisco,CA,94111,United States,Pacific,P,"null,null",,
SFM,"San Francisco (Conv Ctr), California",N,Curbside Bus Stop only (no shelter),747 Howard St.,4th & Howard Sts. - Moscone Convention Ctr.,San Francisco,CA,94103-3118,United States,Pacific,P,"37.783471,-122.402609",29,659000
SFP,"San Francisco (Caltrain), California",N,Curbside Bus Stop only (no shelter),700 4th St.,Fourth and Townsend Sts. - Caltrain Station,San Francisco,CA,94107-1617,United States,Pacific,P,"37.776627,-122.394601",9,
SFS,"San Francisco (Shopping), California",N,Curbside Bus Stop only (no shelter),835 Market Street,Westfield San Francisco Centre,San Francisco,CA,94103-1901,United States,Pacific,P,"37.784720,-122.406918",35,659000
SFV,"San Francisco (Civic Center), California",N,Curbside Bus Stop only (no shelter),1139 Market Street,"South side of Market, between 7th and 8th Streets",San Francisco,CA,94102,United States,Pacific,P,"37.779798,-122.413262",44,
SFW,"San Francisco (Wharf), California",N,Curbside Bus Stop only (no shelter),Beach St. & The Embarcadero,Pier 39 - Fisherman's Wharf,San Francisco,CA,94133,United States,Pacific,P,"37.808458,-122.410306",10,659000
SGL,"Sagle, Idaho",N,Curbside Bus Stop only (no shelter),468810 Highway 95,Travel America Conoco Plaza,Sagle,ID,83860,United States,Pacific Northwest,P,"48.203681,-116.565810",2206,
SGW,"Saginaw, Michigan",N,Station Building (with waiting room),511 Johnson Street,Saginaw Bus Center,Saginaw,MI,48607,United States,Central,E,"43.434928,-83.933429",594,
SHB,"Sheboygan, Wisconsin",N,Curbside Bus Stop only (no shelter),830 Pennsylvania Avenue,Metro Center Transfer Point,Sheboygan,WI,53081,United States,Central,C,"43.749920,-87.714028",628,
SHR,"Shreveport, Louisiana",N,Curbside Bus Stop only (no shelter),Exit 13 off IH 20,Shreveport Regional Airport,Shreveport,LA,71109-7764,United States,Southwest,C,"32.454512,-93.828086",250,219000
SHW,"Shawano, Wisconsin",N,Curbside Bus Stop only (no shelter),N4543 State Highway 22,Shawano Shell,Shawano,WI,54166-6160,United States,Central,C,"44.753147,-88.615339",876,
SID,"Sandpoint (Bus), Idaho",N,Curbside Bus Stop only (no shelter),1105 Michigan Avenue,Conoco Gas Station Dairy Depot,Sandpoint,ID,83864,United States,Pacific Northwest,P,"48.269569,-116.562907",2093,
SIM,"Simi Valley, California",N,Platform only (no shelter),5050 Los Angeles Avenue,Amtrak/Metrolink Station,Simi Valley,CA,93063,United States,Southwest,P,"34.270204,-118.695163",988,85000
SJC,"San Jose, California",Y,Station Building (with waiting room),65 Cahill Street,Diridon Station,San Jose,CA,95110,United States,Pacific,P,"37.329933,-121.902388",97,929936
SJM,"St. Joseph, Michigan",N,Station Building (with waiting room),410 1/2 Vine Street,,St. Joseph,MI,49085,United States,Central,E,"42.109080,-86.484484",603,8623
SKE,"Skykomish (Eastbound), Washington",N,Curbside Bus Stop only (no shelter),147 5th Street North,Sky Gas Station,Skykomish,WA,98288,United States,Pacific Northwest,P,"47.711229,-121.361738",933,300
SKN,"Stockton (711-718), California",Y,Station Building (with waiting room),735 South San Joaquin Street,,Stockton,CA,95203,United States,Pacific,P,"37.945468,-121.285632",17,290141
SKT,"Stockton (ACE, 701-704), California",N,Platform with Shelter,949 East Channel St.,Robert J. Cabral Station,Stockton,CA,95202,United States,Pacific,P,"37.957038,-121.279000",19,
SKW,"Skykomish (Westbound), Washington",N,Curbside Bus Stop only (no shelter),90000 NE Stevens Pass Highway,next to former Sky Chalet Restaurant,Skykomish,WA,98288,United States,Pacific Northwest,P,"47.711903,-121.360091",939,300
SKY,"Sandusky, Ohio",N,Platform with Shelter,1200 North Depot St.,at Shelby St.,Sandusky,OH,44870-3165,United States,Central,E,"41.440671,-82.717866",597,61963
SLB,"Salt Lake City (Buses), Utah",N,Station Building (with waiting room),300 South 600 West,Intermodal Hub Bus Terminal,Salt Lake City,UT,84101,United States,Pacific,M,"40.763040,-111.908510",4232,950000
SLC,"Salt Lake City (Amtrak), Utah",Y,Station Building (with waiting room),340 South 600 West,,Salt Lake City,UT,84101,United States,Pacific,M,"40.761661,-111.908349",4231,950000
SLG,"Salem (Greyhound), Oregon",N,Station Building (with waiting room),450 Church St. NE,Greyhound Station,Salem,OR,97301-3725,United States,Pacific Northwest,P,"44.942975,-123.033525",160,
SLH,"Stateline Transit Center, California",N,Curbside Bus Stop only (no shelter),4114 Lake Tahoe Blvd,Transportation Center,Stateline,CA,96150,United States,Pacific,P,"38.957790,-119.942288",6293,
SLM,"Salem, Oregon",Y,Station Building (with waiting room),500 13th Street SE,,Salem,OR,97301,United States,Pacific Northwest,P,"44.932331,-123.028331",165,100000
SLN,"Stateline, Nevada",N,Curbside Bus Stop only (no shelter),169 Highway 50,Kingsbury Transit Center,Stateline,NV,89449,United States,Pacific,P,"38.969907,-119.934816",6325,
SLO,"San Luis Obispo, California",Y,Station Building (with waiting room),1011 Railroad Avenue,,San Luis Obispo,CA,93401-4449,United States,Southwest,P,"35.276434,-120.654701",248,41200
SLP,"San Luis Obispo (Cal Poly), California",N,Curbside Bus Stop only (no shelter),Grand Avenue & Deer Road,Vista Grande Restaurant,San Luis Obispo,CA,93401,United States,Southwest,P,"35.299260,-120.656635",391,40400
SLQ,"St-Lambert, Quebec",Y,Station Building (with waiting room),329 avenue St-Denis,,St-Lambert,QC,J4P 2G5,Canada,VIA Rail Canada Inc.,E,"45.498896,-73.507287",69,50000
SLS,"Salisbury (BayRunner Shuttle), Maryland",N,Curbside Bus Stop only (no shelter),547E Riverside Drive,BayRunner Shuttle,Salisbury,MD,21801,United States,Mid-Atlantic,E,"38.361983,-75.605898",8,
SLT,"South Lake Tahoe, California",N,Curbside Bus Stop only (no shelter),1000 Emerald Bay Road,South Y Transit Center,South Lake Tahoe,CA,96151,United States,Pacific,P,"38.913065,-120.004765",6271,23100
SLV,"Solvang, California",N,Curbside Bus Stop only (no shelter),1630 Mission Drive,,Solvang,CA,93463,United States,Southwest,P,"34.595913,-120.140580",495,20000
SLY,"Salisbury (Greyhound), Maryland",N,Station Building (with waiting room),799 North Salisbury Boulevard,Suite 1300 - Shore Transit/Tri-County,Salisbury,MD,21801-4126,United States,Mid-Atlantic,E,"38.374109,-75.592050",29,
SMC,"San Marcos, Texas",N,Platform with Shelter,338 South Guadalupe Street,San Marcos Intermodal Station,San Marcos,TX,78666-6310,United States,Southwest,C,"29.876571,-97.941049",573,29800
SMD,"Madison (Dutch Mill), Wisconsin",N,Curbside Bus Stop only (no shelter),Hwy 51 & East Broadway Avenue,Dutch Mill Park and Ride,Madison,WI,53716,United States,Central,C,"43.047464,-89.304303",851,
SMI,"Sault Sainte Marie, Michigan",N,Curbside Bus Stop only (no shelter),4001 I-75 Business Spur,Eastern Upper Peninsula Transit Authority Terminal,Sault Sainte Marie,MI,49783-3619,United States,Central,E,"46.463461,-84.371705",701,
